AAGE,ACLSWKR,ADTINK,ADTOCC,AHGA,AHSCOL,AMARITL,AMJIND,AMJOCC,ARACE,AREORGN,ASEX,AUNMEM,AUNTYPE,AWKSTAT,CAPGAIN,GAPLOSS,DIVVAL,FILESTAT,GRINREG,GRINST,HHDFMX,HHDREL,MARSUPWRT,MIGMTR1,MIGMTR3,MIGMTR4,MIGSAME,MIGSUN,NOEMP,PARENT,PEFNTVTY,PEMNTVTY,PENATVTY,PRCITSHP,SEOTR,VETQVA,VETYN,WKSWORK,AHRSPAY,year,income
vS,,4,34, High school graduate, Not in universe, Married-spouse absent, Construction, Precision production craft & repair, White, DzAR other,Mae, Noxg i univ|rse, Not in universe, Full-time schedSles,5EH,,0, Single, Not in universe, Not in universe, Child 18+ ever marr Not in a subfamily, Child 18 or older,,,,, Not in universe under 1 year old,,, Not in universe, n\'ted-StQates, United-States, United-States, Native- Born in the United Stkates,0,)Not on:univese,2,`T},,95J,-50000
25,' PrvDtB,39,3/bE, Some college but no degree, Not icn luniv-rse,o Married-civiliwn spouMe preset, Personal services except private HH, Precision production craft & repair,zWhite,#All KthJ[r," M,Y""e", Not in universe, Not in universe, Children or Armed Forces,0,0,Y, Joint both under 65, %3ot i. universe, Not in universe,wpose of housdeholder, Spouse of householder,2556.82, N*onmover, No5o}er,, Yes,,`i$, N n unierse, UFiated-Sts, United-States, United-States, Native- Born in the United States,0, Not in universe,2,,0,94,-50000
78, Not in universe,F0,|, High chool! graduace, No-in universd, Married-civilian spouse present,YNot in uniI.erse or childe., Not in universe, White, vll+ otJher, Male, Not in universe, Not\i@ unierq4e,CL:ildren or Armd FYorces,UVB,,3?01, Jon bCoth 5, Not in universe, Not in univzrse, Householder, H6oseIold5,749A15, nm;ver, Nonmover, Nonmover, es, Not in universe,p, }ot in nWiver{e, United-States, United-States,, Native- Born in the United States,e>, Not in universe,2,w0,0,BRU,-50000
34, Self-e/ployed-noBt incoZrphratedE,,3l, High school graduate,,SMareried-civil/an spouseL present, Construc=tion, Precision production craft & replair, Wh2te, All other, Male, Not in universe, Notin universe, PT for non-econ reasons usually FT,O,1672,0, Joint both under 65,* oot iSn ueniverse,e N$t in univese,HuIsehoJdev, Householdewr,1052.97,,,, Not in universe under 1 year old,,1, Not in universe, UHi[ed-States,[ UB\ited-pStates, UniZted-ttes, Native- Born in the United States,4, Not in universe,2,52,0,95,500
35, Local government,43,10, iachelors <egree(BA AB BS)n, Nt in universe, Never married, Education, Professional specialty,oWhiX[, All other, Female, Not in universe, Nou iit(uninverse, Full-time schedues,O ,0,0, Single,JNot invuuniverse, Not in universe, Nonfamily householder, Householder,$.8,,,, Not inIuniverRe under 1 year old,,3>, N\otlin universe, United-States, United-States, Ui?d-States,,p, Not in uitersX,2,52,I,95,-5000Bx
81, Not in uiverse,,0, 12th grade no diploma, Not in universe, Married-civilian spousD present," Not in uniGerse ""or children", Not in 5niverse, W;hite, All other, Male, Nt in univer_@, Not inuniJerse, Not in bdor forhce,0,0,14B7, Joint boh 65+, Not in universe, Not in universe, Spouse ow householder, Spouse of householder,1859.11,,,, Not in universe under 1 year old,,@*, 3Not inP}univserse, United-States, |ni_ed-StateG,, Native- Born in the United States,, Not in universe,gJ,0,n,,-50000
38, Privakte,42,30, High school graduate, Not in u^nivqre, Married-civilian spouse present, Me!dical ecep; hospita, OtherMservice, Asian or P:cifKc) Islander, All other, Female, Not in universe, Not in universe, ChlBren+orVAmed Forces,0,0,, Jint bth mnder 65, Not in universe, Not in u3iverse, Spouse of householder, Spouse of householder,2437.14,}movekr, Nonmover, NQmoeWr, e=, NBotrin wnVverse,4, N9t in Nnijerse,,,, Foreign born- U S citizen by naturalization,, Nt in}univezse,2,l68;,Q,94,5%0/0#
W,Nmtik niverse,0,0, Children, Not in universe,, Not in universe or children, Not in universe, White, All other,,Not iW9 univere, Not in universe, Children or Armed Forces,0,0,, Nonfiler, Not Tn 1unive8s6, N%dt in u]nverse, Child <18 never marr not in subfamily, Child under 18 never married,1395.5,NWo;momer, Nonmover, Nnmovz=, Yes, Not in1universe,:0, Both parents present, United-States, United-States, United-Staes, Naive- orn in the UnitedT States,0, Not in . universL,,<,,D4,-50000
2, TN%-_t n universe,&r,P,)t&hildre>, Not in universe, Never married, Not in universe or children, Not in universe, Other, All other, Female, No inukivPse, Not in universe, Children or Armed Forces,0,o{0,0, Nonfiler, Not in universe, NoY in universe, Child <18 nevr marr not in subfamily, Child undr 18never Waried,561.97,,,, Not in universe under 1 year old,,g0, Both parents present,, United-States, Unlited-States, Native- Born in the United States,W2, Not in universe,Ez,,0,nr,R-5M!0000Y
36, Privve,45,5, Bachelors degree(BA AB BS), Not in univrse, Married-civilian spouse present, Other professional services, Professional specialty,hP'ite,:All other,al, Not in universe,, Full-ie schd~les,0,0,20;)0j,, N7ot in universe,1No~ in univrse, Spose of =ousehoM&der, Spouse of householder,490.06,,,,Not in u'niverse under 1 year old,,4, Not in universe, Germany,, United-States, Native- Born in the United States,1, Not in universe,,,0,95,-50000
24, Pri2ay0e,33,J9_, Bachelors degree(BA AB BS), Not in universe, %Never mIarried,dRetail trade, Other service, White, ll other,MO#,,aNot in universe, PT for econ reasons usually FT,@oz,+,0,"""h|S-ingla", +LNot in unHvrse,, Child 18+ never marr Not in a subfamily, Child 18 Yor olde1r,2636.93,,,, Not in universe under 1 year old,,, Not in univere," UnitH""-St>hates", United-States, United-States, Native- Bon in the United States,d?, Not in universe,},52,,5,-*5000
[9*, Private,Vv33,r8s,"z10thP |g,rade7", Not n uniDferse, Married-civilian spouse present, Retail trade, Transportation and material moving, White, All othe, Male, Not in universe, Not in universe, Children or Armed Forces,0,i,2Cf, }Joint )bth under a,JE Sot, AJr{ana, Huehoder, Huseolder,95265, NonMS HQorn|nMSA, Same county, ame WunYy, No, Ye%,6, Not in universe,United-StaOes, United-States, United-States, Native- Born in the United States,Z, Not in universe,,5YUc2,0,O4,@50000+Y
23, Not in universe,,0, Some college but no degree," ColYlege ,r u0zSiversity", Never married," Not i"" universQ or children", Not in universe, White, Al htherw, Female, Not in universe," Not in ]Mniver""e", Not in labor 0orce,w,0,0, Nonfiler, NEt in unYverse, Nyt in universe, +ecoHndary in6ividual,,854.24,,,, Not in universer un?der 1 year old,,0, Not in universe,,,,,{, Not in universe,2,0,Q,?2,5C^H0M0
R>7, Not in universe,0,0, High school graduate, Not in universe, Widowed, Not in unier} orchildren, ot in universe, Black,All;Tother,2Fal, Not in universe,dNot in universe, Chldren or hrmd Forces,0,,Th, No.nfC*le2, Not ;nuniverse, Not0 ih universe, Other Rel 18+ ever marr not in subfamily,P Other relativ+ of householde.r,161u9.]&7, Nonmoer, Nonmover, Nonmover, YaeTDs, Not in universe,0,, United-States,, United-#States, Native- Born n the Unitd States,he, Not iz univere,~2,5_,0,9,-50000
x, Not in unyverse,0,0, Children, Not in universe,, Not in universe or children, uNot0nniverse, AsTian or Pacific $Wslander, AlC other~, Male,Not in unive#rsef, No1in'universe, Children or Armed Forces,0,0,0,"\ N""nfiler", NOot !n universe, Not in univese, Cild <18 nevLr marr not <insubFfamily, Child uder %18 never married,87o{99, Nonmover, Non/movex'i, Nonmover, Yes, NAyt in gnivse,,, Taiwan, Taiwan, hT=iwan6,P Foreign born- U S ciizen by ntaturalization,,Not in universe,0,0,0,?I$,-50000
84, Not in universe,),0, 7th and 8th grade, Not io| univmBse,""" lWiowe!d", Not in universe or children, Not [i3n Jnivers^ve, White, NA,, Not in universe, Not in uiverse, Children or Armed Forces,0,`,$, Nonfiler, No.t in *niverse, Nvot% in univerdse, Other Rel 18+ ever marr not in subf%amily, Other relative of householder,655.74, Nonmover, Nonmover, Nconm:verW, Yes, Not in universe,, y i uiverse, United-States,, Unted-tatq&s, Native- Born in the United States,0, Not in universe,2,,,9>i,-50000
h,,0,K5KC, High school graduate, Not 0in {nieCrse, Married-civilian spouse present, Not in universe] or chi5dr'n,, White, All 8the, Female,Not n3 u:niversd, Not in univderse, Not in labor force,E,'wP,, Join t both 6PD;, Not in unverse, Not in universe, Spo4se oGfhoushlder, Spouse of householder,,,,, Not inD universepunderp1 year old,,0, No ink unierjse, United-States, United-States, United-States, Native- Born in th United tates,0, Not in universe,,,0,9R5A,-50000
5t6e, NoiW univese,0,>T, w0.h gade, Not in universe, Married-civilian spouse present, Not in universe or childr>, Not in universe, \,G Puxrto Ricfa1nz, Male,yNoin unai#verse, Nop in Lniv!rse, Children or Armed Forces,h,0,R, Joint both under 65,Norteast, New Mexico, HouBeholder,T HouseholdeJr,1680W05S,MSAto MSX,, Sam[e coun$ty, N4o, No,0, NEot iKn univters, PueeVto-Rico,uerto-Ric, Puerto-Rico, Native- Born in Puerto Rico or U S Outlying,h, Not in universe,Y,0,0,94,'500070
2!I,LPriva0t,Ex9}n,41,,7No in universe, Never m#$r}ied, Tran-sport&ion, Handlers{equip cleaners etc , UWhiy@te,, Male,NotH i>n univrsP, Nt in unversVe, 'wl-ime sc1edules,0,0,0, Single, N oyt in universX, N}t i: \universe, Child 18+ never marr Not in a subfamily, Child 18 or older,559.12,,,, Not in universe under 1 year old,,, Not n univers, United-States, United-States, >di5ted-=tates, Native- Brn n the United Stqtes,, Not in universe,2,52,I0,95,-50000
K, Private,r2,," S\m college ""ut no degr~ee", N0ot pn niverse, TNevA) ma:rried, Meihcalsexcpt hospital,,\ Bok(, All+otheD, Fema(e, Nuo@, Not in universe, Full-tiLe sche9dules,0,,%, Head of household, Not42in nivrse, Not ~nEuiverse, Householder, Hou_sehoder,f178W85,,,, Notin universe u'nder 1 year old,,, Nt  Sunivese, itd-State, Uni5ed-States, United-States, Native-Born$in the} United btates,0, Not in u%i]vqrse,2,52,,5y,-50000
25, Grivate,`X,41, High school graduate, Not in univer|e, Married-civilian spous present, Manufacturing-durable oods, Handlers equip cleaners etc , ehte, AMl octher, Male,, Not in universe, Children Por \Armed Force(s,0,0,B}0, Jojint boith underh 5, z'ot inuniverse, Pot in uniXverse, HouseFDo|der,,1927.58,,NoWnmovDer, Nonmover,"""Yes", Not in universe,, ~goNtin univzrse, Unitei-StatePs,, United-States, tive- Born in tshe ]United States,0, Not gn univrc5e,[(Q,~^,J25,94,-50000
66, Not in universe,,0,| 10tr0 g<ade, Not in universe, Married-civilian spouse present, N|t in universe -r children, Not inuniversn, White,N=ll other, Fcale, Not O}Z univers, Not in universe, Not in labor force,0,0,0, Joint one under 65 & one 65+, Not in universe, Not in universe, Householder, xusehod5er,258.35,,,, Not in universe under 1 year old,,0, Not in universe, >United-States, United-States,_NUit2ed;States, Native- Born in the United States,?, Not in universe,2,,]%0,95,-5(0000
K6C-, Not in universe,v,0, aigh sc5hool graduate, Not in universe, Married-civilian spouse present, Not in univer}e or childrpU, N+t in unfivbv<erse,, pl@Qother, Female, Not in universe, Not;inC univers<e, ChilxdrS= or Armed Forces,0,0,0, Joint one under 65 & one 65+,3Not in 'universe, Not in universe,XHouNholr, HoQusaOolder,26`7C.86, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Notinz univOrse,  Unit)d-Sta{/s, TUited-Statez, 1Kied-States, Native- Born inth %nited tate,, mot in univers,2,],0,94,-50000
50, Sef-employed-not incorporatwe),1o,U4, Some college but no deYree, Not in qunivers+, Marridd-civilian spouse +resent, Manufacturing-durable goods, Adm support including clerical, White,WAl other,R Fmale, zot iinuniverse, Not in universe, UnemployZe Ffll-ime,0,qV,0, Joint both under 65, Not in universe,\No4 in 1uniese, Householder, Householder,1006.48,,,, Not in universe under 1 year old,,1, NEotit universe, United-St?;tes, United-States, United-States, Naive- or in theRUnited State,1, IN/t:inDuniverse,D2,26,0,C89,-50000
9, Not in universe,0,"""", Children, Not in univere, N_ever:L mrried, Not in universe or children, Not i unSxergs, White, AllYpothLar, Maule," No""t in universe", Not in universe, Childrenor Armed Forces,u0,0,#, Nonfiler, ot in unives, Not in universe," Child <18 neverm-""rr not in sBubfamiy", Child under 18 never married,1914.4*,,,, Not in universe under 1 year old,,0," Bot//Uarents pres""ent", United-States, UnLitedScZjtes, Uni;ted-6tates, Native- Born in the United States,0, Not in universe,_nY,0,r_x,9&5,-5inR000
#, Privat=,$!Y4,34, High school graduate, Nt in unvrse, Wido:ed, onstruction, Precision production craft & repair, White,y llther,_Kdle, N(St in universe, Other job loser, Children or mrmed Forces,0,j,0, Single, Midwewt, kl;aoma, Houseolder, Householder,1712.47, MSA to MSA, Differ/ent conty same statCe, Dffe%ent county same state, No," "" ",%,QNot n univers, Unite-Stat, United-States, United-States,,0,,2,,20|,94,T-50000
45, Private,P5},23, Some college but no degree, Nt imBn universe, Married-spouse absent, Mcanufactur@ng-nodurable good, Adm support including clerical, Vite,L A$ othe8r, Female, No, Not in universe, Childnor AOmed Borces,0,0,, Single,:W1st, California, Nonfamily householder, Householder,2252.85, MSA to MSA, ifferent division ssme region, Different sFte i% West, No, ]!S,:L, No nuniv/rse,,^Unit_d-ftates,IUnited-States, Nativ7r- Born in he United States,}nU<, Not in universe,2,52,,0A,-50000
44, Self-employed-not incorporated,?,, 11th grade, Not in universe, Married-civilian spouse present, Agiultu!ace, Farming forestry and fi'hing, Whie, Mexican (Mexicano),, Not -in unierse, Not in unierse, PT forecon ra8ons usually FT,0,,v, Joint both under 65, Not in universe, Not in universe, Householder,,2140.3c,,,, bNot isn universe under 1 year old,,, Not in universe,MexcXo,^iLo, Me#ico, Fore(ign born- UD S Ritiwen by natralization,, Not in universe,2xS,52,b6mR,`92v,-5000
_, Not in universe,0,f, Children, Not in universe, Neveyr maried, Not in universe or children, Not in unierPe,1W)hitc, All other, Femal, QNot unierse, Not inunivMrse, Children or ArmedFoaces,x,0,,fNoniler, Not in universe, Not i^n u]niverse, Child <18 never marr not in subfamily, Child under 18 never married,2477.43,,,, Not in universe under 1 year old,,0, Bo3th parents p&esent, United-States, Unit -Staest, United-States, Native- Born in the United States,0, ~Not in uivers,0,0,~9,"""5",-50000
7, Not in universe,',9?, CAhi`ldren, Not in universe,Never mX+rr0ied, Not in universe or children, Not in universe, White, Centr2l Jr South kmerican,#_emale, NFot in u@nPiverse, NotP in univeSrse, Children or Armed Forces,0,X),, Nonfiler,*No inq uniyerEse, Not in unive7rse, Child <18 nev=e marr not in sub\femily, Child under 18 never married,1R634.Wm<,,,, Not in universe under 1 year old,,0, Mother only present, Honduras, Honduras, }Unite 7dSta0es, Natie- Born in the Unit>d Sbates,0, Not in universe,0,@Y,0,95,W000
29, Private,n24Au,12, Bachelors egree'(BA AB1BS), Not in 'univese, Never m`(rieAd, Manufacturing-nondurable goods, Professional specialty, Wh|e, All other, Male,2 Not in univerZse," ,t in unive4rse", Children or Armed Forces,0,0Kh,m, Single,Set?h, Florida, onfamily h>oseholder,Householder,1940.48,, Same county, Same county, No, Yes,R, Not in universe, UnLted-St*aGes, United-States, U@ited-LStaets,,0, NoNt in uiverse,2,52,J,94,-g0#-0
yh2}, Private,p35,15, A sociates :egreeocup /vocational, Notq in universe, Married-civilian spouse present," Fina""ce insurIance a_nd real e(state", Technicians and related support, te?, wll Mether/, Female, Not vin unierse, Not in universe, Children or Armed Forces,v,(,WJ, Joint both unde3 65, Notin4 uwnivese., Not in universe, SLouse oOf Chousehlder, Spouse of householder,1745.09, @on? er, Nonmover, nkover, Yes, Not in universe,6, No9 in unTveerkse, United-States, Nnite-Stats, United-States, Native- Born in the United States,, No i u/iverse^,2,52,g0T,94,-50000
13, Not in unikversee,0,*+, Children,, Never married, Not in universe or children, Not in universe, White,o A0bllother, Male, Not n unive0se, No in uni0erse, Children rs MArmed Foces,0,0,;, NonfAiler," sot inuniverzse,", Notcin u@nqvrse, Child <18 never marr not in subfamily, Child under 18 never married,2686.34,,,, Not in universe under 1W year old,,0, Both parents present, United-States,Un+ited-S*tates, Unmite-S+ateNs, Native- Born in the United States,0, Not i#n niverseU,0,0E,0,9L,2-5-0000
26, Not in universe,0,0, High school graduate, Not in universe, Married-civilian spouUsge lresent, Not in universe or chi[ldren, Not in universe, White, yll othlr, Female," No,i universe", Not in universe, Not in labor force,oh,,0, Jint* boh under 6D5, Not in universe,-Not in universe, Spouse of householde, Spouse of householder,52.-89,,,, Not in universe under 1 year old,,6, No9 in universe, United-States, xGermny, GekmaQy, Native- Born abroad of American Parent(s),0-, Not i^n univte+rse,X,17,?Re,95,-500e0
47, Without pay,?72,2,Associates degree-occupm/voaional, Not in universe, Married-civili% spoune present, Medical except hospital, Executive admin and manageriaJ,Whit, ApfLther, Female, Not in nisverse, Not 'n qunuiverse, Chilvdren or ArgmedForcmes,0',0,92, Joint both under 65,, Not in universe, Spouse of householder, Spouse of householder,1822.13, Nonmverv, Nonmover, Nonmover, Yes,,@, Not in unierse, United-Stes, UnitedStaes, United-States, Native- Born in the United States,/, Not in universe,qU,52,0,,-50000
oo12, Not in universe,0,0, Children, N]t inL universe, eRer marQ#ed, Not in universe or children, Not in universe,kWhe, All other, Female, Not in unFivere, Not in universe, Children or Armed Forces,0,0,i4, Nonfiler, Not in universe, No n universe, Child <18 never marr not in subfamily,Chld under 18 ne2er married,, Nonmover, Nonmover, Nonmover, Yes,,/, Father only present, Germany,# Uited-Scat2es, United-States, Native- Born in the United >tates,=, Not in universe,'8,0,,m,-50000
31, P[iate\c,43,)q, Doctorate degree(PhD EdD), Not in univLrse, Married-civilian spouse present, Education, Professional specialty, Witw, All other,F(5cal, Not in uiverse,, ChlvrePn or Ar>med ForcesL,X,0,y5VP0I, Xoint othR unde 6, Not in universe, .=t in nivese, Spojse of householdr, Spouse of householder,2111.75, Nonmover, Nonmover," nm""ov6r", es, Not in universe,, Not in universe, United-States, United-States, United-Satew, Native- Born in the United States,A, Not in n6iverse,2,52,z,`4,-\5000
1', Not in universPe,m,0, Rhildre, Not in universe, Never married, Not in universe or children, No't in nivese, OtXe2!, All other, F1mule, Not in uni3ve1se, N_|ot in universe, Children or Armed Forces,0,0,{e, Nonf3lr, No  in xnese, Not i unmveIFse, Child <18 never marr not in subfamily, Child under 18 never married,;6G3.1 8, Nonmover, Nonmover, Nonmo/feq, Yes, Not in universe,, Both parents present, Puernto-Rico, tit-States, United-mStSat{, Native- Born in the United States,, Not in universe,0,0,d),=4,-50000
g, Not in u2niveMse,c,, 7tvhan4@8th#grade, Not in universe, Married-civilian spoue present, Not in universe or children, Not in universe,L6hte, Othr SpgnisL, Female, Not in universe, Noti in unives$,2 Chilren or uArmd orces,,0,'0=\[, Nonf2lr,, Not in universe, Spouse of householder, Spousme of householder,651+, NW=>overn, Nonmover, Nonmover,Yls, 0t in universe,0, NotD in uerse, United-States, United-States, United-States, Native- Born in the United States,, Not in universe,a,0,0,94,-50000
83, Not in universe,"=:""",0, 12th grade no diploma, Not in universe, Mar&r=e--cWivilian spouse present, Not in universe or children, Not in universe, White, All other, Ma,, Not in universe, Children or Armed Forces,0,0,QK, Nonfiler,<=goa, Abroad, Other Rel 18+ spouse of subfamily RP,"/ Otier relative of ,householder",1082.32, Abroad to MSA, Abroad,) Abr`d, lo, No,, Not ienLuniverse, Gree/ce, Greece, Greece, Foreign born- Not^ a)cTitizenD ofLU S ,y, Not in(bunivHse,8,lp,0,"9,",-50000
55, Private,42,l6, High school graduate, Not in universe, Married-civilan spouse present,, Adm support including clerical,%MWeite, AEl-l onheu, Fe+_alle, No, Not in universe," Chidr,en or Am`edForces",0,0,0, Joint both under 65, Not 5n univ}erse, Not in univrse, Spouse of huseholder, Spouse of householder,347`.47, Nonmover, Nonmover, Nonmover,, Not in universe,1, Not in universe, United-States, Unied-St tes, United-States, Nytiv-nB|orn in the United Staes,.,,|,48,=/,94,-50000
@$, Local government,43,<0, Masters degree(MA MS MEng MEd MSW MBA), NotAi& uni>vesen, Parried-civilian spouse pre-se\t,, P{ofessional specialty, White, All other, M#&l, Not in uiverse, Not inuivPs, Full-time sched~lezs,U,F,>, JoDnt one und:er ;65 & oe 65+, Not in universe, Not Tn univer#$e, Householder, Householder,0u.,,,, Not in universe under 1 year old,,5, Not in universe, United-States, Unte_-State5, United-States, Native- Born in the United States,2, NOin univere,2,52,:hG,, $5}0+.
1K, Not in universe,*,o, Children, Not in+univeOrse, Never married, Not in universe or children, Not in universe, White, entral or South American,"Mwl""e", Not in universe, Not in universe, Childre or Armed Forces,0,0,A, Nonfiler, Not in universe, NVt in universe, Child <18 never marr not in subfamily,Child under 18 ever mrred,ED25K, ^Nonmov-/er, Nonm-ver, Nonmover, Y,U ot in unvGrses,0, Both parents present, Univted-StZatEes, United-States, United-tates, Native- Born in the United States,0, Not in universe,@?,0,,94,-50005
1<, Not in universe,0,u, Children, Not in universe, Never married, Not in u&iverse or chiDldre, Not ina unverse, Black, All otheB, emal]e, Not\inpnivers, Not in universe, Ch=lren or Armed FoWrces,tFo,,0, Nonfiler, Not in universe, Not in universe, Child <18 never ma0rr no Bn subfamily, Chl+d uLnder 18 nWver married,4397.54, Nonmover,iNonover, Nonmover,s57, Not in universe,X0,, XHUnited-States, UniteYStates, Un4ied-StNtes, Native- Born in the United States,0, Not in !universe,0,Gl,0,94,kV00
~1w[, Private,3_H2,1-, A|sociates degree-academic program, Colxege oru3niverhsity, NeveW mHairied, Whoe?sle trade, Sales, White, All other, Female, Not in universe, N9t in uizese,,Q0,0,0, Si'glD, Not in universe, Not in universe, NonfamiKyW householder, Householder,Xg767.99,,,, Not in universe under 1 year old,,p>,Not in7univeAse, s$Unied-Stats;, United-States, United-States, Native- Born in the United States,0," Not in univers""",X,51,0,c,
2, Not in universe,,&], Children,, Never married, bNot in univers  opr children, Not in universe, Thit, All othr, Male,-Not`in universe, NJo in univ+erse, Children rO Armed Force,0,0,0, Nonfiler, Not in universe, Not in universe, Child <1} ne[er marr not ing subfamily, Child under 18 never married,q579.32, Nonmover, Nonmover, Nonmover,B38Js, Not in universe,0, Both parents present, Unite-(Pstes,n UniteStas, Uniqte-S_ames, Native- Born in the United States,0, Not ~in euniverse,,0,0,94|,-50000
h01, Not in universe,0,]T, Children, Not in universe, Never married, No i universec or children, No iS univere, hi_te, All other, Male, Not in universe, Not in universe, Children or Armed Forces,,0,0, Nonfiler, Not in universe, N!B in univZrsye, Child <18 never marr not in suffamily, Child under 18 never married,,,,, Not in universe 4nder  year old,,0,Both parens pesenpt, United-States, UnitydStates,8Uitdd-Sttes, Native- Born in the United States,0, Not in universe,c,;3,,4,-50000
46, Pivae,32,2, SomeI `collee but no rdegree, Not in universe, Divorced,,. Executive admin and mangerial, White, All other, Fema@,, Not in uiR3epse, Children or Armed Forces,7443,0,0, Head of household, Not in universe, Not inc univers1, Householder, HousehJder,2772.09,[\nonmboverv, Nonmover, Nonmover, Yes, Not in iverse,5, Not in universe, Unied-States, United-States, United-States, NatVvv- Born in the UniteI StaNtes,0j, N2t in universe,2,}.O,1300,@,-50(0
2, Not in universe,,bV,UC)hildreA71, Not in universe, Nver marrid, Not in Huniverse or ch0ilndre{, hNoti{ universe, (hite, All\ oth[eIL,Q Fem}le,O Not in universe, Not in universe, Children or Armed Forces,0,0,0, Noniler, Not in universe, Nt in upniverse, Other Rel <18 never marr child of subfamily RP, Other rlative of househ#ldb#r,|*67.3o, Nonmover, NonmoDe, Nonmover, %YeQ, Notpin unive@=ne,!, Both parents present, UnitedPStes, United-States,YUnitO-StateEs, Native- Born in the United States,io, Not in universe,0,`&H%,0,94,-50000
57, Not ijn un<vZre,L,0, Doctorae RXegr@e(PhD EdD), Not in universe, Married-civilian spouse present," N""t in uNiverse or6chld%en", Not in universe, AsaTn or Pkcific Isl^ndeQ, All othJe, Female, Not in universe, Not in universe, Not ?n labor foce,s,0I,25Z08, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,"272.""27",,,, Not in uni verse under 1 year old,,0, Not in universe, 8Suth Ko]rea, Sou th Krea, Soth Kon], Foreign born- U S c~itizen by naturalization,0, Not in qHniverse,2,M,j`,95,-50000
20, No @W uiverse,f,0, Some college but no degree, College or university, Never married, Not in universe or children, Not in universe,, All other,17FeMmale, Nt in universe, Not in universe, Not in labor force,,0,0, Nonfiler,<Not in universe, Not in universe, Child 18+ never marr Not in a subfamily, Child 18 or older,1380.37,,,, Not in unHiverse under 1 year old,,0, Not in universe, Uni3Gdf-S#tates, United-States,United^States, Native- Born in the United States,0, Not in universe,2,D,0,95,-N0(000
64, Private,C,^\Iu8, 0wthQ grade,," ""idwe", Agriculture, Professional specialty, White, A+lltherT, Female, Not in universe, Not in universe, Full-time schedules,0,f,0, Single, Not in universe," No :an pun""verse", Householer, h2ousehKoQlder,402.7,,,, Not in universe under 1 year old,,1, Nt n universe, Unted-tas, United-States, United-tates, Native- Born in the United States,2, Nt i univKrse,2,52,0,,-50'h
9-, Nt in universe,0,0((, Children, NotiV universe,, Not in unverse or children, Not in universe, White, MexicaaAmeri+an, semale,, No i univerqs/, Childen or Arm'd Forces,0/,,%, Nonfiler, Not in univerFeJ, Not in universe, Child <18b never marr n3ot in subfamily, ChldA unde 18 never married,1264.64, Not in universe, Not in universe, Not in universe, Not inguniverse under 1 year old,Not in universe,0, Both parents present, Mexico, Mwexico,United-S#a.e,C ative- Born in the UQnited States,0, Not in univrse,0,],pS,d,-50000
35, PvivSEe,33,29, 10th grade, Not in universe, Mar]ied-civilOin spouse present, Retail trade, Otherervice, Asian or Pacific Islader, All ote7, Male, Not in universe,, Children or Armed Forces,0,+,0, Joint both under 65, Not{ in universe, Notg i#n unverse, Householder1, Householder,160.*, Nonmover, Nonmover, )Nonmover, Yes, Not in universe,, Not in universe, India, 1nia, India, Foreign o&n- Not a citizen of U S ,Jp/0,;NotI in univese,2,,,9$,-50000
5, Not in fLi?verse,0,?y, ChmldreXn,, Never married, ot in universe ror children, Not in universe,Ah B0lac, ll other,]+ Fe3mtle, Not in universe, Not. in uiTniverse, Children or Armed Forces,,0,,NnfXixler, Not in universe, Not in sTn@iver, Child <18 never marr not it Xsubfaily, Child under 18 never married,1x45).-61,,,, NoN in universe uner N1year old,,0,, United-States, United5-PStates, Unet-StatFes, Native- Born in the United States,0, Not[ in univer,=OF,/,0,95,-50000
12, 3ot inS3 un.ierse,0,(so, Children, Not in universe,nNver marr<ie, Not in univr!s or childrenj, Not in uNnivers, White, All other, Male, Ntot in universe, Not in universe,"\Chldren orArmkd Forc""es",0,0,0,i NonEileX,, Not in universe, Child <18 never marr not in subfamily, Chid under 18 never married,3662.47,,,, Not in universe under 1 year old,,0N, Both hpare[nts psent, Iran, qzra, United-States, Native- Born in the United States,<, Not in universe,0,0,x0,96W,-500)01
5, Not in unvese,Fy,0, Children, Not in universe, Never married,=GNot inx universe Eor children, Not in universe, Asian or Pacific Islander,y)l othrQ, FemaleU, No in universe, Not in univeHrse, Children or Armed Forces,G,0,0,, Nt in)unierase,, Child <18 never5 marr no in subfamily, Child undr 18 nfever arrihed,17p46.7@, Nonmover, nmover, Nonmover, Yes, Not in universe,{, Both p&Uarents pset,=Ph7ilippie^so, Phf>lippinesk, nited-'States, Native- Born in the United States,0,. Yot in univecre,,}L,0,94,-50000
1B)7, Not in universe,gG,0, Children,, PNever mr!rid, Not}in unverse hor childre,` Not in u<iver)te, White, All oher, M4ya, Not in universe,, Children or Armed Forces,O!l,0,0, Nonfiler, Not in universe,I.Nota in u}ivere, Child <18 never marr not in subfamily, Child under 18 never married,2369.06,,,, Not in universe under 1 year old,,]U\, Bothpare/ts!Vresent, United-States, UOnited-States, United-Ftates, Native- Born in the United States,g, Not lnfuniverse,],0,0,39,-50000
