AAGE,ACLSWKR,ADTINK,ADTOCC,AHGA,AHSCOL,AMARITL,AMJIND,AMJOCC,ARACE,AREORGN,ASEX,AUNMEM,AUNTYPE,AWKSTAT,CAPGAIN,GAPLOSS,DIVVAL,FILESTAT,GRINREG,GRINST,HHDFMX,HHDREL,MARSUPWRT,MIGMTR1,MIGMTR3,MIGMTR4,MIGSAME,MIGSUN,NOEMP,PARENT,PEFNTVTY,PEMNTVTY,PENATVTY,PRCITSHP,SEOTR,VETQVA,VETYN,WKSWORK,AHRSPAY,year,income
?IL1M, NWot in univprse,,, Hi(gh scfhooc graduate, No5t io uni`rerse,, Not in universe o children, Notsin uZnivrse,W_itw, ;A+mllfot2her, FB]e;al, Not in universe,;^Not in univerQe," Children or Arm,d Forces",,,, ]oinb both 0unr 65, Jo+in universe,, Spouse of house=older, pjuse of 0househoder,1758D2,ZNondov%er, Nfnmover, Non-[overd*,GM*es, Not in univers,w, No inn?verse, United9taeso, ?oted-State, ni@ed-Btatws,,Q, Noc in univers3e,Q,I?0,,W4,-500
x,:_ivaK?,,DT1, 7th andZ8th grad, Not in universe, 5ever married, Tansortateyon, Handlers equip claners etc , Whit, A+vS other, Male, Notin universe,, UnempSloyedfull-time,0),,Y$Z, Single, No ic un7verseF,, NonfaQily hkuseholder, Houseoholer,107|9.74,,,, Not in univer&e un'erM 1 year ~ld_,,3, N-ot n un{vrse, Uunitd-SOatehs,< MUnited-States, United-Stayes, Native- B&rnin the United States,&#}, Not pin universem,,Qw,0,95_,-5000
, Cot n uUnivaerse,=,,, `zin universe, Neerimarried,{Not in universe or children,~tNot i $unHverse,0 hie," AYl o""^Xr", Fesa/e, Not in universe, Nti uverse, Children or Zred Forcts,5,0,0.rI, N!ofiler, NWt <inDunivwerse, Nt 1n usivHerse, Ch+Lild <18 never marr nHtAn subfamily, Chil:d uAder 18 neavSer married,134.iR,,,, NZot in universe;under 1 yeavr olC0,,T,,, United-STates, Uni(ted-Statwes,,u," Not i,n uni trse",},0,u0,"""",50090
,,"a""29",9*, Some Eollege but no dfeg;ee, Not i uanivese,Married-civilian spouse present, Transportation, Handders eqip c\leaners etEc , ther_,,"Qa,yal", N?ot in univer, Not in ~universe, Children or Armed Forc_es,JN],T,$F, OJoint bothuunder 65T, Notcin uni.ve.se,, H?ous_eh}lder, Hobus2eholtder,101455, Nymver,, Nonmher,LYec, Not *n univere,, Not Fn universe,,,, Native- Born aboad of merican Parent(s),@<, Not in univese,,r,01,=d,-)5000
fk, Not in universe,O;L,, High$school gradute,, NDvo=rced, Not in univrse orUhildren, Nt in universe', Whit, All o@`heyi,,CNot in uniCersX, Not inuniverse,Y Not in labor fooce,,,m,, N)t in unvCers4, Noft ion uiv`erseK, )Other Rel 18+ eve~r marr= not in subfymily, Other relative of husehozder,1-o48.9=,,,, Not in universe under 1 year old,,, Not in u@iverse, Unitefd-Slta@esY,HsnitedStates, *ni!ted-States, Native- Bor|n in the United kStates,2q, Yes,.,,y0,,-50U0a
, Not in nierse,+,0, Hig school graduatX,}( wo't in universe,, N(ot wn univxrse or chWldren, Not inunAiverse,`hite, gAll otkher,"eJemaO""s", Not in nivWerke, Nogt in un$i/|se, Not in laborUf0orRce,k,T,e, Joint both 6'5+, No? i~ unidvewrse, Not in uniefse," ""Spous{e of7 Gh7useholder", SpouseR/f Khousholder,1788.4,,,, Not in universe under  year old,,W,,Ita{<y,<ar, UntUd-S0thtes, aative-Born in the United States,], Not in universe,7N,,#,>,-50000
*, Not in universTEe,/,X., CIfildr$`n,,, Not nn universe or children,+ Not *in universe, Asad or acific Islander, All o.b3, FemMa,, Not in univers<, Children or Armed Forces,.\0,[,0-,N Nonfiler, Not!_d]n universe, No[ in universe, Child <18 never marr not in ubfamily," Child under, 18 nyever married",c11bJ4, gNmovr, Nonmo`ver," Nonmov,er", Y:s,S NotiKuniverse,S, BoDh hparnts presen, United-States,[IVnd(i,8 UnitedStates, Nhti?e- gBorn in the United States,, kNot in 2nierse,s,0,0>,`,-5q)F0x0
+, Pri4!vat^e,$3+},B], 12th grade no -iploa5,, Nev'r mrriDd, RetVil trae, Oer serviaej, tQhte, AMll othQF, FaBe, Notin%universe, No* inunLvrse," Children or Arm,edFoce&",6G0,Q21,K,, #oFin universse, Nt in univese, Child <18 never s.rr no in subfamly, Child under 18nevher married,98B.89, Nonm$ove,x onIovexa, Ngnm?ove:,4`e}s, Not in universe,E, BothB parents prxesent, United-St%ates,ZUniteodxStaes,Unite>d-State, Nativhed Born in the United tates,<w0/8, Not |in universe,S2B],,g,4,
G~, Notin universe,,, Fsociates degree-academic program, Not in univerdey, MariGedb-civilian spouse presnt, Not iQn universe PVr children, Not i>n univertse," W,te"," u+ll o,ther", FeHa, NtyFin universe, ot in nivese, Not in yabor force,0w,K;,"a,",, *ot in universe,, poue of householder, Spouse of householder,1f01.o7,,,, Not in universe un&er 1 year old,,=, Not in unierse,,,, Forei}n born- U S litiGen by naturalization,!, Not in universe,=A,&0,gu,,-50000
3%>, 7ot+ inv uW6iverse,:,y'{6, High school graduate, NM in univese,= MarSied-c*Uvilian spouse presend," Not in univers"" o children",Non W universe, hie,4All ther,* aqlje, Not in universe, Not in Dniverse, Ihildren or rrmed Forces,0=,,0,, Lot inuniveUrse, Not in universe, Spouse of 9ous-eholdcer,TS5ouse of  ouseholder,?1J0594.3.?, Nonmover,P NnmorV, N!o`Iovmer,mi, eNo 2n unkverse,, Not HFVuniverse, )taly, Italy,AUnited-States," Native-,Born iQ te United States",p, Nt in universe,,,0,4,-50000
^9, StateI ovqvnment,F,, Masters degree(MA MS MEng MEd MSW MBA), Nout in univesG, Married-ivilian spous#v present, ublic administraAion, Executive Iadmin#and maSnagerial, WAie, All other, Mle,Not in4 universe, Aot inunivesx!, Children or ArmTe Foes,:,,G, Joynt both under 655,>Not in nierse+, No >in niverse, 6HG*usehold!r,,,, No|bmoer,]NonIRer, e', Not @n universe,q,, Un(te!-Sttes,,Onted-Sates, Naive- Born in the =UnitZ States,E, Not 6nunivrse,&,2*,.,u9,-5000
z0, No in universe,tU0M,X0,," NNoti'""universe", Neverma\}id, Not in universey orvchil=ren, Not in universBe,;}3h$te, AllK o->her,,, NGot in 3ivebrse,bChildrenor Armed FKorc5es,0,08,0{, NXnfimler, Not ntuXiverse, Not in univhfe, Child <18 never marr not in subfamiy," Chl""d uder 18 never mar[ied",1582.37,,,, Not in universe under 1 >yea\ olid,,, Both parents pTesent, UnEiteqde-LStates,United-St@teM, nitedSttts, Native- Born in the United States,0," No in nivers,e",,L,0,C,!B000
C2, Not in usniverse,\@0,i,* C!ildr.n, Not in unive`rse, Never arrl~ied, Not in universe or children, Not in universe, W~Ite, Al5 other,": ,e=le", Not in universe, Not univeIrse, Childr?n or Armed Forces,c,=,,Nofjler, Not inuniverse, No+t in univRrse, Child <1p8 neEer marr not in subfamiy, Chil$ under 18 never m)$arried,"1070.""3",,,,,,0, Both Parents presentx<,# United-Statel,D UniI;d-States,.Untd-S=States, Native- d(o(rn in te UnFited States,dT], Not in univers,+W,>,,) ,-50000
?9,g Not in universe,@(,GG, Some ollege bun no de=ree,Not Hn univerYe, Married-civ5ilian spose present, Not in unrverse Ior hildren, Nt in univhee, White, All aoh$r, Mle, Not in uni*erse, Not in univers, Children oAr Arme) Foes,|0,Eb,14$?,Joint both under 65, NLt i universe, -No idn universe,Hoseholde,eHousceJholr,"1013,315",b6No;nover, Nonmover, Nbo+mover, mYe, Not inunvere,, Nl~ in unbiverse, UniPte|-Sta6te,, U8ni=teBd-States, Nati[ve- Born in the United States,Rk6X,k Not in universe,m,,d,,-850000
{, PTi1va9~,M,, SYo@e college but no degrVe, =t =in IuniverseR,+DivoPqed, Peson al servces except private* H, OthOr1service,R Whie, AJl other, Fe}ao, Not ie unive\se, Not in RuniveLrste, FuBl-tHme schedule,,,ag,,, N;t i(: universe, Householder, HouQehole%,353e56.q,,,, Not inuniverse under 1Dyeaf old,,, Not in universe, UniXted-Stas, aUnited-States,} United#Statks, Native- Born in the United States,q(, Not in uHiverse,,I1iw,,40P5,V-=00
W, Pri$vaKtbe,15S,C, Hih school graduate, Not in universe, Divodrd, Mafacturig-durablegoods, pPechnicians aJd related support,Whtb+e, All other, Mea>l', Not in un@verse, Not in uni^verse, Childrenor Armed Forces,*jp0,0,sm, Sings, Not in unLverse, ot in -njvrjse,NJnfaeiyhouseholder, ouseh:ldej,C1#61.19, Z+nmover, NoenJmoiver, Nonmover, PYs, Not in unverse,v, No?t i'nuniverse,Unit~d-StatTes, UntedX-Pta&ts, United-States, NaMtive- Bo_n in the United Stat?es,0," No~ in ung'Xrse,",G,5t,,7,-/S
;, Not in un|ves[e,w,Y,C !Childen,,"<, N5ver married", Not in unverse or children, Not in unive:se, O;Sher=B, All o=ter,Mala, Noet in u9nivre, Not inuni)erse, Children or Armed Forces,8>,yX0,QNa, NoYfil4r, ot ib unrse,, Sec(nary individual, Nonrlative of hou!seholder,2n58.O, Not in Sniv@erse, Not in7universe, Not iQ u`ivers,, Not inuni@)ver@,h, N)ot in ^univers, United-State, Uited-States, United-Ste," Native- Born i,n the United StaLteEs",%0, Not in universe,2,0,,,
g0m,] Not |n universme,0,W, Some college but no degree, Collegeor university, NeveQ married, Kot in universe or child9renM, cN:t in univterse,Wit,""" 6AlM oher", Male, Nut in uKniver;se, o in u iverse, Childrn or Armed \Fborces,,i0/,F0, S)Fngle, Not iwn universe, Not i}auniverse, ChilQ 18+ nver marr No6tP in a subfamily, Chigd 18 or^ zlder,4318.34, Nonmover,Njonmve,/ 'No]Amover,YY1y, Not in uriverse,, NC( iD universe, UnitedStates~, United-ie, Unite*d-States, Natizve- Born i the+ United t0tes,?,;NotNiy u8iverse,q,D,Mn,9,-500
"""2V", PrivGte,35,3u, Hifh school graduate, N{ot in niverse, Magried-civiian =pounse present, Finance iNsurance and real estate,7 Other service,BW7e, Aldl othe=_, MaGYD, Not in universe, NoWtin univese, Notb in +labo forc,i0-,,qr>0, Joipn oneunsr 65 & one 65+, NLt in universe, Nst Tn unie8rsp,Ho0e#oder, wHuDeholdler,96.,,,,f Not in unverse uLnder 1 yer oeld,,, Nt >n univeXse, Unitedv>tates, UnTited-States,Ui{ted-Stts, Native- orn in t%he?Uni$ted tates,F, Not inuniverse,e2a,_V2,`YU,T,-0}0I0
A9, Pra],?42,f2Nj, Some collge .but no degrwe, College or university,,`M%edical exceptP Yospit8l, dm sup/port includ!ng clericVl,, lsl other,M(,Not in nivere, DNot in universe, Nqt in labr fore,,?0,, 4ing.e,, Not in universe, Cheld 18+ never marr Not in a_subfamily,5 ChiNld 8f or older,1373.0,,,, Not in qun$iverse under 1 year old,,"""N",'Not vn univ$grse, Th|ilad, ;Thai#and, Nnited-Sates, Nativ- Born in #~te United State,,p Not in universVe,c,1E5,W,9,=r0000
, Not tn universe,@2,C, C1ildr>n, Not in univer{se, Never mafrrie5d, Not in universe or children, Not) 1mn unipvrse, Asian or Pacific Islander, vl8 oh%r,h Feeale, NozinCniverse,,,W,,RU, Nonlfiler,:lt in univ7rse,Noyt inluniverse, Child <18 never mar(r not in subfamily, CShild under 18 never married,530.25,,,, NmTot in universe under 1 year old,,=,eBoth pYarentspDreent, SoutB krea,,0oPuthKrea, Forekign born- U S citizen by naturalAzati/onk,}nA, NotSi univNrs,,H,,:5,+50%0/
oBY, Privae,42 ,c, Bachelor: degree(BAQAB BS),, Married-civZilian pousepAesent, xMe)ical excedt hosp%al, Profbessina specialty,cnWhitk,-l other,X FemBleI,|-*Sop, No>t in un.versse,,6X01,G,7<,,, No inF uivers, Spou8se of hhojsCeholer, SpouseSAof hFousholder,1503.E58, vNonmver,,sonwover,es, lNt in univere,,N$ot in univerceN, United-State,EUnit-htaes, nited-Sta7$tes," Nativ- Born in the U""nited States",EQh, Not inj Huniverse,o,,?1600,,-0000D
28$, Private,;1,Z, Bacheors degree(BAzAB B8S), Not in universe#, Never mUrried, Utilities and sanitary servicSes, SQ]lesc,_WhiAe, ll )t7r,lMal:@,Not in univ^Jse, Not in& uLiverse," Fh,l-tim] sche]ules",0,,<Y,iingle,, Not in universe, NonfmilyhouseolJRder, ouseholder,,,,, ot in universe under 1 year old,,E, Not_in universe, ited-St)tes, United-Stantes, UnitbdJSateK, Native- orhn in the UTnted States,2, Not in universe,a,,Hm,"9""z",-500
/M, ot n uivers,&/S:,B,, Not i3 uiverse, Nevez marrie, Not in u>niverse or children, Nt in universe,NWhte, Alal8ot0]her, Female,p Not in universe,Nt in univFer2, hilZdren o Armed ForPe,&O,d,0,MNon5ilr, N7in unpiverse,~Not in universe, C\hild <18 never marr not inO subfamily, Child under 18 neve0 married,46$.46,,,, Not in universe under 1 year old,,"""y", Both parnts presnt, United-States, UnZite-StatCe, 5nited-Staetes,,r,p Not in univTershe,={,I,,i,-5s0000
<, F5t in niverse,b,P,, Not -in unirseS, `Married-civilian spouse present, ot in univer/seor children, No?t in unv#rs,8 W>hEt, Mexican (Mexicno), MlX, Not in uiverse@, NotnVuivere, Chiddren 7or Armed Forces,+d%,6,>, Joint both under 5, Nomt i unierse,N#ot in u*nvere,H^u(seholderC, HousJeholder,16{37, Nonmover, Nonm.v[r, Nonmo~vJr, ;Yeis," Not in ""niverse",O,Nt in universe,xco&, Mexico, UnitedSttes, Native- BorNn in[th United S5tes,t0, Nt in universe,;,9r0,},%t,-5000L0Z2
A,,A,16, Bachelors degr1ee(BA AB BS),w Not i2 unie3e, Married-civilian spouse 7re_ent,c Reail :rdeG, Sae, Wite, Al@[okther, Ba4sf,, Not inuiverse, Full-time schedues,0k,,*0, Joint both undgr65,, Noth inunivere, HouAeholdr,,215.m7,,,, otin universe under 1 year old,,d, Not in univeN,UnOted-State?s, Uait3d-Sta7tes,, yatime- Born in} the United StKtes,|2,9 Not in nivxqse,t,_,0&,95|,-500kx0
H,ONot NiP universe,x0,~, Mhdr;e@,, Never maFrizQd, Not in unierse or chilUdren,, )lacgkb, All other,8alO, \M_t in uni>vers, Not in[% unMerse, Ch{ldren o Armed Forces,G,fc,W,, ENoti[ universe," N=ot i""n univeVse", Chld <18neve_ marr not Qin uubfamily, (Child under 18 never married,21E1, Nonmover, nSmYveLr, Nonmover,JJ7Ye,o inW univer8e,0, Fatyr only preset, United-States,U=ited-.tated, U}nited-States, Native- Born in the UniteA States,:, Not in uniKei,0,I,;E,9,-59v00
6, Not? in unierse,m,_,ChiSrpn,, Never marred,l No in unverse or cildren, Not Vn universe,i<te,Y?ll other, em!alAe, Ni# in uniYersde, Not i0 univers, Ch^ilKren or Armed Forces,,8,"""0", NonDfin*eI, Not in uniCve}r+e, Not in universe, Chid <8 nBever marr not in sbfamily, Child unr 18 never m6rried,j1{88.2h, Nronovr, nyovor, onmoer,Y(s, N+ot in univ_rse,, Both .arents %re=e~at,United-Stateb, UniteHxStates, United-States, Native- Born iG tVhe United States,,,0,2#,1u,,205g000
, XcNot in yunivere,0,0, rCaildren, Not inuniverse, Gv2r mrred, Not in univerrIe or chkildren, NoJ iT+universeF, Wh@t`, All other, MaaL;e, NCot i auniverse, Not znJuniverse, Childen or ^rsed Forces,"U""",,qZH, iNofile+, mot in un|iRerse, Not in universe, Child 18 never mfr not in subfemily,,179.A38, Nonmove,2Nonmover, N onmoEeCr,? Ye$s," Not4 i,n 3univers",cH, oVh pa`en`ts present, United-StatjL, United-SaiVs, -U ;ite'-States, Native- BorH i3n the United Stat<eMs,(0, Not in univers,z,,w,94,-250000
1, N`t in ni(er,0,mQ?1, yChilvdren,5TNot inVWuniverse, Never marrie, Not in universe or chMldren, Not in universe,W8ite, 9All otWer,Ple, Nt o/nuniverse, N`ot in universe, Children or Armed orces,V20+,U,,Noniler, Not in universe, N in universe, Child <18 never Pmarr not in subufamily, Child under 18 never married,1088.865, Non~mover, Nonxover,, @ns,,, Both par$ts preZsent, Unite-States,, Unted-Sas,G Native- Born in the UYnited StatesJ,uMV, Oot in n-ierse,gl,,L,B,-0a
"5""1",O.ot inV(universe,#,tg}U!,\Children, Not in universe, NevSr married,Fot n un:verDse or children, Not in universe, WhtVi(te, llDCohr, Female, Not iwu)ivw?erse, Not in uniTerse, Children or Armed Forces,:0,0gV,,onfil], Not in uUivese,, Ehild <18 ever marr not in sbfamily," Child under '8 neve marr7ied,",3714.$17,,,, Not in univeirse under 1 year old,,, BothLparents present, Unitd-States, Uied-States, Uni1ed-uFates, Nat_ve- Born )n the Unite States,,:J Not in _univers,0,0(mj,w4y,9JM@s,H5000
],Self-emp)loyed-in0orporated,),4`:, Docto7ate deg1ee(PhD EdY), Not in universe, oNever.+ajied, Agriu0ture, Fahrming foHestr and fishng, White+, All other, M*J, No q dniverse, Not in univese, Full-time scUhedu2les,0,d$=,0;,Singl3, Not in universe," Not in un""verse", Nonfamily ho|useholder, EHousesoldr,34R77,,,, ot i univeBseunder 1 y?ar old,,19, Not i univere,, sItahy,, Foreign bn- Not a ci2zen of U OS ,(, Not n niverse,x3'k,~,,,-50000
=, ot i univer;se,kGW,m0, CiedrHen, Not in nivese, NHvr marie!d," No"" in universxe or cildre", 1ot in unive(se, Wh>ite, ll ot]her,"LFmae""", Not in univrse=,) Not in uakiveLse, ChiKdren or AZrmed xrces,,0,(, Nnfi+)ler, No9 in universe, iot i univzerse, Chil <18 nevgr marr no* in subfamilVy, Child under 18 ne-ver married,197.897,,,, Not &n uniere unde_T1 year old,,+$+, Both parents present, nwited-States, Uni8eAd\-States, United-State, xa&ive- Born in the United States,U0, NEoGt %n univprse,0,\,In,,-50000
39q, Y(riv:atE,dr,3YD,, N3ot W univerWse, Married-civolian spQouse present, Manufaoturing-durable goods, Machi.e oerators assmbls & inspctrs,AWhie, nAlE Bothe, Ma1?, }N:o, Not in universe-, ChildrenNr rmed Forces,D,\X,,, Not in universe, N<t in universe,, Househo&ler,23Z~739, Nonmover,NnmlFer,QNnmove,, )Not in universe,, Nt ia uncese, Unite>Sta6," Uni,ed-Sttef", MyUnitedW-Stat|s,sNative- B+rn in the Unitedx l/tates,1O<, Not inunivrse,7,=z,1HxV00,n9U5,-500q00
s7, $Not in] universe,+S,, 9th grade, yNot inuniversb, Div-Sced, Not i unive>rse or children, Not in  universe,_Wie, Al ote,Feaale, ot in uciKwerse, Not i[n universe, Chldr^n or Armed Foce,,&&,z," Nsnfi,ler~",KNot in lunivers@, Not Gn u<iverswe, LHMuseh#l1er, Househlder,25j.9,"W""NonmEgr",] NonovOer,iNoovr, Bes, Not inVunvxr[e,l, Not in uniiverse,zUnite|d-SPtaQqes, _uUnited-States, _nibteLd-Sates6, Native- Born in th6e United States,0, Nokt in niverse[,W,d,0,f,l5p000
, Privawe,v,}, High school graduate,JN>ot ip/n universe, Married-civili[an Lspouse preset, Business and repair servCces, Other segrvice, Wh iSte, A:lotheVr,! Mvle, NKV\, NJot i]n niver, Children or Armed Fores,z,0:9,"0]u,", Joint bth u}nder 65,L Not in Cnivrs7, N3t in1 uhniverse, Child 18+ ever marr RP of subfamily, Child 1u or oldeI,2[011)14,,"Nonm<""veri", Nonmove,,j NoL in uiv;ere,z, Not i' uniAre, #itel-SQates, Un/ited-Sxates, UnithdStaOtes, NNative- Borin the United States,kEd,,2,g,'3e},bM4,^ <50000
2t&,lNot in univeT7rse,0,[, Some college bu7 no degrec, Collge or untivehsity, Never $married, Not in universe or0 cildren,Not kin univkerse,Whi?te, 'Allyothe*r, Mle, Not in universej, NoQti uni~erse,w N`t i labor force,a,3\,, SiRngle,Not in universe,w Not in univuDerse, +hild 18+ neverN marr Not iX a subfBamiy,Chil 18 or older,55A0m?,,,, Not in ufiverse undZr 1year old,,"WRF,", Not in unYiverse,Unied(tate%s," Un`eBd-St,tes", United-States, Native- oZn in the United States,,,HP,,0!E,9M,[-5'0
, Not in unrHverse,rC]`,,, Not in u3niverse, NeEveBr Jma;rided, Not Lin u}nivhrseom children, sNotjin uniersh, W|t, Avl_lg4other,, !t in unDvese, Not in unQRerse, CChildreng oO Ared Forces,},,c,,C N:t inh uziverseX, Not in vnivrse, Chil <18 nev7r marr notin su*bfamily, Ohild under 18 7never married,1048.33,,,, NoCt iy univese unde 1 year old,,y, oth p+afrents reent, !ntitedSaes, v+nited-Sates, Unitd-S=%ates, ative- Born in the United States,hR, Nt i uni_Ar@se,i,k,0,Z,-50000
, N5ot in univMerse,:X,, 96h grad,,l Nvmer maSried, Nost in universe or children, Notin euniverse, Wht',, ;Female, Not in universe, ot in universe, Children or Armed Forces,,',L, NoiUler, Not n ?universe,, Cyhild <18 nesver marr not in subfamEly-, Ch|ild under 18 never married,82.1w, Non_mZovOdr, Nonm{vr, No`nmover, gs, Nt in -rverse,"L""", Both parentsi resent, Fit<d-Sttes, UnitedStatIs, jnited-Sthtes, Naive- Bo\rn Yin he United States,`, Not in 0iverse,>2,.,,94,X-50000
i34, Priate,T+2x,, High school graduate, Not in un~iv=erse,, Transportation, Transportation and material moving,)Wh{t1, All other,! pemaH9,NoO in znivers.e,iNdot inq uniers, Children orAr>memWsorces,-,,?, *iQgP, Not in un\vese, Not i/n u/niverse, Child 18+ ever marr Not in a subfamily, C~hild 18or older,18%8>E88, Nnmowve, Nonmovuer, Nonmover, ewsh, Not ine universeK,, ~tIin un2verse, Unitwed-St\te&,U]ted-?tates, Uoited-Sates, Native- Born in :the United SVtate,2, Not in universe,z2,,"H;,",,}-570-00DE
, Pr_vte,x,IT, HTghsch2ol gradute, Not in universe,, Retail rade, Otyer serie2,>white, Allv oth;eA,{* Femaleq, Not in univesN,M Notq in univer-e,3Full-t/kme schedules,0,T+,"""", Join coth undr 6s,Not in hniverBse, Not in n^ierse, Spouse ofm householdeBr, Spose of houRseholder,9~6-.3,,,, No in universe nder  year old,,6, Not in un}ders`e, Uni5ted-Otates, Un):id-Stats,u niSed-Stats,,`-, Azi universe,*,52,w,95,-50000
ma, Not inuniverse,],q, Hivh school graduate,. Not i& universeR, Marriedgcivilia[ spousepresent, Not in universe oN childWre9n, N;t L universe, BWHie, Central r South Amnrican,qFemale,, Not7inN un$vers[, Not in lTgboV foRce,0,g{V,?7, JXointNboth 65, ot n NuniversX,, Spouse of houehZlder, Spouse2 of householder,2002.87,,,, Not in uniaerse under 1 year old,,H, Not inunieQ5se, -cuOadr, Ecuador,,x Foreign born- Not a citizen of U S ,M, Not iGTunivdra,,07x,:,95N,
n6,0 Pri5at,bZ2m9,3(8, High scRol graduate, ot in unierjse, Ne`er married,, Tnransportatjion andG[material moving,DWhite, All otFer=,a+e, Not in unierser, Not inuniverse,,,_,"""", Single, Not in 6ni6verse, Not in uyiverse, Child 18 never marr Not in a subfamily, C;hild 18 oS 8oler,9843~,,,,Not in universe under 1 year old,,zB, Not in unvers, Unitd-St(s, United-States, U3nitd-StaAb>,Naive- Born in te United StaBes,l, Not in unVverse,5),"w,35",&,He,-W500m=}
!9, QPriUvv:ate,Cx~%1,d,Some collegepbut no degiee, No in u#ivers#," Ma,rried-civilian spouse resent", Menufacturing-durable goo:s," Profes]sionhl ,speJcial@ty",, All other, Femalp,<1,*o9 in uni5ver'se, Fu9l-timeV schedules,],+*,={00,, Not in unie{rs, Not in univer@se,7 Swpous;pof househYlder, Spouse of hou3eholder,11H6.76,,,, NoI in 9unierse under1 year oldd,,, Nlt in un{ierse, United-States, UnitedVStiaZes, Unite-Stae, Native- Born in th United States,,,C2,|65,\Y,=b,-}
_, Not iuRnverse,t:w,T:0FHJ, Chxldren, otin  universe, Nev'erH married, Not -in nierse or childre, aot;in uni+se, White, Perto Ri:an, Fpeomale, Nj7t i4 universe, Not i punivearse, Children o Armed For~es,,=,'0, Nonflery, Not iK unierjsG, Not in univer$,, Child under 1|w8 never marr`ied,6N75O,,,, Not in univeIse under 1 year old,,b0, Mdother on?y 4reset," Pue}""ro0-R7ico",,' Unied-States,,~ , Not in uQniverse,#m,22v,0,95,-500084
E#,,g,, Ch`ldren,}Not i0 un7vere, Neer maried), Not in universe or children, Not inJ univer?e,iSe, All oQher,, Not in2universe, NUKt in univers7e,,@,@,,, Not in Pniverse, Nout i ud{ivere, Child <18 never marr not in subfamiby, Child under 18 neve| mariSed,6192U1.42,P MonmovOs, NnOove7,[Nomov<r,BY59, NotHin unver:e,0, Both parents present, nitdUStates," qnit""e*dStates", nite-S!ates}, N!ativ- Born in t7 Unite States,, No  b}n unverse,a,Asw/,0,%z94,-50'100
"),-", P9rivKt&e,0J3,, Associates desgree-occup /dvocational," Not *nPuni,2ve>se",' NLv-er mared, Reaiq t=rade, Adm support iYcludin. clerical, UhLte6, Allothe,Femal," Not inTnive[""se", Not in nrerse," Childr""en r ArmedI Forces",KS0,^,c, SnLl6e,p ot in nvese, Not in Iunivar:se, C|hild 18+ never mar Not in a subfamily, Ci| 18 orolder,767m5, Nonmover, qoonmover, Nunmo/\vecr, Yes+Z, Not B5 uon*versk,F,Not in universeV, United-StPtes, Uited-zitaies, Ugited-States, Nativ- Born in the UniztedB *States,, Noc in uniyerse,H,N,",",9|},-_5j0000
C6, Not in universe,h,,hild)rn, Not in universe, NeGerm7ar2ried, Not inunicverse or chmldenv, Not in uiv[ers," ""hit", Alj other, Feale,, Not in universe, 0Children or Armed ForcGsy,2,X,OV,, Mi7wet, Indiana,, Child under 1~ nevUer married,1827.04, NonMSA to nonMvA,NSa|ecount7, SFme cout8M, , NY,J,Mther only present," Unit,ed-StateP", Unite-States, Un1ted-State,mNative- Born in the United States,',CNot in unVverse,,ir2,,x9+,-50000
41, Self-mklUeyed/not incorporated,#,, HiJgh shool grmaduate, Notin universe, Married-civilian spouse present, Agr~eculture, FGrming forestry aWnd Eishng, Whne, All oter,Lalme, Not in univEerse,G No in universe2, Ful-time scheduMles,,01,&,kJoint both6Ku8nd^er 65, Not in universe, ot en uhiverse, Househ9o6lder, Hou}eio+lder,,,,, Not in universe under e year old,,?, ot inKn univers, pnited-States,2 UniZe9-StKate#s, Un ted3-Stats,1 Native- Born in the United 2State,#w, Not inoun;ivers(e,22,,,",95","-5h,00"
X2,,,L, High scho:ol gz}aduatAA, ot in; Tuiverse, Neverk married, ManufactkringnondurableCMgoods, Pro:essZio}nal sp<cialty, Whi>e, Al] hother,, Not in uniUerse, Notin unipverse, Children or Armed Forces,A0,323,ov-0uf, Head of house|hold,Not Yn uni/vere, Not in unive9rse,Hoeoler, ouseholde,119+.36, Nnmoier,, <n%move,{YSs, Notin universe,5b9+|, Notwin uid<rse, UnitedSatRs, UnitedSta-es, Unit5d-Stae,,J, Not in unieersy,2,,0^(,D,B-50000
v, Self-emp ltoyed-not inc&porated,J3.,," Some col>""l3ege but no8degree",;Nt in uiverse, Married-civilianOspouse pres=n~,, Adm supprt inecluding clercal, Whi5e=, jcl ofrhe8r,, Not in unverSe,Not in unverse, Children or Armed ForAes,Q,r,2500, :int both un_er 65, #ot inunivers], Not n uwnnverse,o Houehold8/e,H2usehode\,1623.17," Nonmove""", N~nmover, Nonmover, Yes, NoiW univese,, O5ot iO unRiverse, Uni&ed-S3iFes, Untd-Statys,WUitedDStatA, Native- Bornin the United States,,/NFot gn univers,zL,5s5,^,,>-00P00
X},kNot i\ uniQers,l,0,=BC7zhildre, Not in HnZverxse, Gever married, Not in universe or children, Not in unXverse, (Jite, Al other,, Not9 in 2unive+se, Not iIuniverse, Chilren or Amed Oorces,,0,&~, Nonftler, Not in universe, No inMu*nive<rs,h.ld <18 never marrunot in subfa2ily,&Child undRer 18 never married,86C55,,,, Not in niverse under } year old,,C0, oth parentsbpresecnt, Uni8ed-States,Uted-States, >Unite-States," Nat,ve5 Bogrn in th United Statesj",P0, Not in u`~erse,,0p,|,I 5,500M00
